,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
3669,2.05,4,3,2,62.5,58.0,8.12,8.08,5.06,13522.337363596114
3670,0.36,4,7,2,61.2,59.0,4.56,4.59,2.8,647.4808568754836
3671,0.5,5,3,5,61.7,59.0,5.07,5.14,3.15,1505.1262573658018
3672,1.51,2,2,4,62.2,59.0,7.19,7.3,4.51,8885.891215820287
3673,0.79,4,5,3,62.8,55.0,5.94,5.88,3.71,3144.7599061126
3674,0.44,4,2,7,61.5,58.0,4.87,4.95,3.02,1218.1767571935547
3675,0.5,4,7,3,62.3,58.0,5.07,5.04,3.15,1457.9512736324955
3676,0.44,4,6,3,62.9,58.0,4.88,4.85,3.06,1097.1719356555861
3677,0.9,3,7,3,62.4,63.0,6.15,6.18,3.85,4282.933463348879
3678,0.57,5,6,4,61.5,57.0,5.35,5.32,3.28,2099.2574526765525
3679,1.14,3,7,8,59.1,58.0,6.83,6.9,4.06,10780.295607703056
3680,0.51,3,4,4,62.4,57.0,5.09,5.11,3.18,1449.0837075754873
3681,0.9,5,5,4,62.3,56.0,6.17,6.19,3.85,4712.869889925558
3682,0.71,3,5,2,59.5,58.0,5.82,5.87,3.48,2069.6345208207495
3683,0.77,3,2,4,63.2,58.0,5.79,5.85,3.68,2593.661213545345
3684,2.01,2,5,2,58.1,64.0,8.23,8.19,4.77,14135.953167614061
3685,0.4,5,7,4,61.3,56.0,4.74,4.79,2.92,1125.4514759516235
3686,1.5,3,3,8,63.0,59.0,7.23,7.3,4.58,14199.173512104911
3687,1.15,5,3,5,62.7,57.0,6.68,6.64,4.17,7216.677472784924
3688,0.5,5,5,2,61.6,57.0,5.14,5.08,3.15,1118.2401510333214
3689,0.72,5,6,3,62.3,57.0,5.7,5.76,3.57,2835.333635786541
3690,1.0,3,6,3,59.2,59.0,6.49,6.55,3.86,5039.160530739525
3691,2.05,4,4,2,60.1,59.0,8.2,8.3,4.96,14693.240671151927
3692,0.7,5,4,4,60.0,57.0,5.8,5.84,3.49,2769.3635748794427
3693,0.32,3,7,7,61.9,54.0,4.42,4.46,2.75,922.0914365973533
3694,0.32,4,3,7,61.5,59.0,4.37,4.41,2.7,747.9206982681418
3695,0.32,5,6,3,61.6,54.0,4.42,4.45,2.73,617.4462528256321
3696,0.41,4,6,2,62.9,58.0,4.77,4.74,2.99,790.7866449823919
3697,0.3,3,4,4,63.0,56.0,4.27,4.3,2.7,533.3204920701576
3698,0.41,4,6,7,60.7,58.0,4.8,4.86,2.93,1447.3622256589895
3699,0.4,2,6,3,63.6,57.0,4.65,4.69,2.97,859.0521903380487
3700,0.8,5,7,3,61.7,56.0,5.96,6.0,3.69,3613.256402343995
3701,0.3,3,3,3,62.9,58.0,4.24,4.28,2.68,428.69787293842387
3702,2.06,5,4,2,62.3,56.0,8.16,8.09,5.06,15106.603666347986
3703,0.51,3,4,4,61.2,55.0,5.13,5.16,3.15,1453.2029700465005
3704,0.35,2,6,4,57.8,60.0,4.64,4.67,2.69,773.1975105281879
3705,0.58,5,2,7,62.3,53.0,5.38,5.4,3.36,2094.521427270412
3706,1.01,3,7,4,59.8,60.0,6.46,6.51,3.88,6142.366916538752
3707,0.52,5,2,4,61.9,58.0,5.14,5.17,3.19,1301.5858760011054
3708,1.02,4,7,2,62.8,55.0,6.46,6.38,4.03,4597.27717213458
3709,0.33,4,2,4,61.0,61.0,4.46,4.43,2.71,541.5921198268155
3710,0.8,5,3,2,62.4,57.0,5.91,5.83,3.66,2349.1080168553303
3711,0.37,5,7,4,61.3,56.0,4.6,4.64,2.83,971.8021354605997
3712,0.32,4,6,7,61.8,59.0,4.35,4.39,2.7,905.65066640873
3713,0.41,5,5,4,61.9,56.0,4.76,4.74,2.94,1073.1426075041222
3714,1.33,5,5,6,61.9,55.0,7.02,7.07,4.36,11955.784658272692
3715,1.04,5,2,3,63.0,56.0,6.49,6.39,4.06,4177.934124767844
3716,0.71,4,6,3,62.7,56.0,5.71,5.64,3.56,2704.359892970019
3717,0.9,3,7,3,63.5,57.0,6.15,6.11,3.89,4286.603915536246
3718,1.21,3,5,2,61.5,61.0,6.77,6.82,4.18,5621.265222311368
3719,1.2,5,5,7,62.0,56.0,6.76,6.82,4.21,10600.233042954265
3720,1.21,2,6,5,61.7,58.0,6.73,6.78,4.17,8844.326830635473
3721,0.6,4,7,2,62.0,57.0,5.43,5.35,3.34,1693.3902866742092
3722,1.03,5,4,2,61.7,55.0,6.48,6.52,4.01,4102.033801297208
3723,1.21,3,4,4,62.3,58.0,6.76,6.8,4.22,7369.34671725594
3724,1.01,5,1,4,62.2,54.0,6.41,6.47,4.01,3754.935191298916
3725,0.47,2,3,5,65.1,59.0,4.81,4.87,3.15,1223.5167328999412
3726,0.38,5,2,5,62.3,55.0,4.63,4.66,2.89,803.1614619219538
3727,0.3,4,4,5,61.8,59.0,4.34,4.37,2.69,610.034180352979
3728,1.04,5,3,3,61.6,55.0,6.51,6.54,4.02,4686.650093954382
3729,0.92,4,6,2,61.7,59.0,6.27,6.18,3.84,3627.1877524608703
3730,0.31,2,4,4,63.4,59.0,4.29,4.32,2.73,545.1821857978773
3731,0.3,4,2,5,60.8,59.0,4.32,4.3,2.62,504.3590990197858
3732,1.0,4,7,3,61.3,61.0,6.52,6.39,3.96,5378.439311960665
3733,0.9,2,4,7,64.0,55.0,6.05,6.02,3.86,5309.216729744443
3734,1.51,2,4,5,64.0,57.0,7.31,7.2,4.64,11958.205255131266
3735,1.6,2,6,3,63.6,58.0,7.38,7.44,4.71,11678.674851715285
3736,1.2,4,2,4,62.2,61.0,6.74,6.73,4.19,6144.280369977875
3737,0.36,4,7,4,61.0,58.0,4.62,4.59,2.81,903.5744453542118
3738,2.12,5,7,2,62.9,55.0,8.17,8.14,5.13,18607.915228389196
3739,0.7,1,5,2,64.8,57.0,5.65,5.59,3.64,1804.6279866612738
3740,1.05,4,5,4,62.3,59.0,6.5,6.46,4.04,6162.008315513727
3741,1.13,3,6,2,60.3,58.0,6.78,6.86,4.11,5214.656594581091
3742,0.32,5,4,4,61.4,55.0,4.46,4.4,2.72,633.477373194615
3743,1.23,5,1,4,61.7,57.0,6.87,6.8,4.22,5438.527023057248
3744,0.33,5,4,2,62.9,55.0,4.46,4.41,2.79,480.2340390681368
3745,1.05,3,4,2,63.2,54.0,6.52,6.49,4.11,4047.951810955466
3746,0.32,4,4,4,60.1,61.0,4.44,4.41,2.66,620.0998219659734
3747,0.3,5,4,8,62.3,54.0,4.32,4.35,2.7,781.528644174851
3748,0.57,5,5,2,61.0,56.0,5.37,5.32,3.26,1433.1594516752818
3749,1.01,3,6,3,63.2,59.0,6.28,6.25,3.96,5101.419274472557
3750,0.5,5,6,4,61.4,55.0,5.12,5.14,3.15,1642.0796998489745
3751,1.62,4,5,5,61.3,57.0,7.6,7.55,4.64,15555.123262616933
3752,1.0,5,4,5,62.9,57.0,6.36,6.32,3.99,6004.767032723018
3753,0.51,5,4,6,62.6,57.0,5.1,5.12,3.2,1845.4096735354003
3754,1.01,5,4,4,61.6,56.0,6.46,6.43,3.97,5511.099443625969
3755,0.25,3,7,5,62.1,60.0,4.03,4.05,2.51,491.47376037903234
3756,0.53,5,4,2,62.4,56.0,5.18,5.14,3.22,1172.2098387301216
3757,2.02,2,5,2,61.9,61.0,8.06,8.02,4.98,14197.25819908367
3758,0.33,5,6,5,61.5,56.0,4.45,4.5,2.75,835.3046007585472
3759,0.6,2,4,3,65.3,56.0,5.21,5.26,3.42,1643.9891846514815
3760,0.4,4,5,3,62.6,59.0,4.74,4.68,2.95,871.8442516875058
3761,0.86,3,3,3,59.7,59.0,6.14,6.23,3.69,3128.6451548015193
3762,0.56,5,3,7,62.3,55.0,5.26,5.3,3.29,2191.3471854535887
3763,0.52,5,5,2,60.9,57.0,5.22,5.2,3.17,1205.3017671824039
3764,0.3,2,2,3,63.3,59.0,4.22,4.25,2.68,368.5953407211813
3765,0.91,4,7,4,62.7,59.0,6.16,6.13,3.85,5162.706923782862
3766,1.02,4,4,4,62.1,59.0,6.47,6.41,4.0,5487.014041446995
3767,1.2,1,5,2,63.4,60.0,6.56,6.65,4.19,4982.9373407476105
3768,0.39,5,4,6,62.1,56.0,4.67,4.7,2.91,1115.003602830335
3769,1.0,3,4,4,63.0,59.0,6.36,6.4,4.02,5139.118772677649
3770,0.32,5,4,7,61.8,56.0,4.39,4.41,2.72,827.6314523311637
3771,0.53,4,7,2,59.3,61.0,5.29,5.26,3.13,1344.2154427099604
3772,1.5,4,3,4,62.4,59.0,7.29,7.32,4.56,10469.023131994443
3773,0.38,4,5,3,62.0,58.0,4.6,4.63,2.86,792.6856837853132
3774,0.56,5,6,3,61.7,56.0,5.33,5.3,3.28,1768.9613912571317
3775,1.13,5,3,3,62.3,56.0,6.69,6.66,4.16,5470.6947483927215
3776,1.21,4,3,4,60.5,60.0,6.95,6.9,4.19,7004.317458931121
3777,1.09,4,3,2,62.0,57.0,6.61,6.55,4.08,4121.760651302863
3778,0.44,3,7,4,62.8,58.0,4.79,4.86,3.03,1279.873137031951
3779,0.3,2,5,2,63.4,56.0,4.26,4.29,2.71,391.49852012223823
3780,0.29,4,5,3,62.4,58.0,4.24,4.26,2.65,476.222212766323
3781,0.31,4,5,4,58.3,61.0,4.48,4.44,2.6,623.1974857692767
3782,1.11,5,3,2,62.6,56.0,6.58,6.65,4.14,4352.740669286201
3783,1.04,5,4,4,61.4,57.0,6.53,6.5,4.0,5822.556268168397
3784,0.36,5,5,4,60.9,57.0,4.61,4.58,2.8,841.0337738423912
3785,1.07,4,7,3,60.2,55.0,6.68,6.64,4.01,6136.44764260028
3786,1.02,3,1,2,63.1,58.0,6.38,6.34,4.01,2607.185691860441
3787,0.41,5,3,7,61.4,56.0,4.77,4.8,2.94,1219.5285589818482
3788,0.76,3,3,3,61.4,57.0,5.89,5.94,3.63,2474.343396512048
3789,0.72,5,6,3,62.0,57.0,5.7,5.75,3.55,2836.685230665832
3790,1.33,4,3,4,60.7,59.0,7.08,7.13,4.31,8370.143235101785
3791,0.37,5,5,4,61.7,55.0,4.61,4.73,2.88,885.2339827421439
3792,0.4,2,5,1,63.3,60.4,4.64,4.68,2.95,481.70599137400916
3793,0.7,4,1,5,62.0,58.0,5.68,5.74,3.54,2049.3329352669193
3794,2.02,4,6,2,60.4,57.0,8.21,8.18,4.95,15994.51965320145
3795,0.31,5,4,8,61.2,55.0,4.4,4.42,2.7,832.3678830060519
3796,1.02,4,3,3,60.5,60.0,6.58,6.51,3.96,4423.3888102222545
3797,0.31,5,7,3,61.5,56.0,4.35,4.33,2.67,606.4973527109776
3798,2.04,4,3,3,62.2,60.0,8.07,8.0,5.0,16268.64230477516
3799,1.97,3,3,4,62.9,59.0,7.9,8.01,5.0,17013.923334425042
3800,0.54,5,5,4,61.4,57.0,5.2,5.25,3.21,1803.0612185440593
3801,1.13,4,3,2,61.1,59.0,6.73,6.65,4.09,4413.601698536943
3802,0.38,3,6,2,61.6,57.0,4.61,4.65,2.85,668.9263799144748
3803,0.7,3,5,3,62.4,56.0,5.64,5.7,3.54,2438.4795132478903
3804,1.6,4,2,3,62.1,58.0,7.51,7.47,4.65,9213.153106806316
3805,1.0,2,4,3,62.2,65.0,6.28,6.22,3.89,4305.417874894166
3806,0.32,5,6,4,62.6,53.0,4.38,4.37,2.74,708.0299548185079
3807,0.3,5,6,4,62.5,56.0,4.3,4.28,2.68,626.2249125462465
3808,1.0,5,5,3,62.7,57.0,6.44,6.38,4.02,5000.715719429765
3809,0.72,5,2,6,62.2,54.0,5.73,5.78,3.58,2921.693586389617
3810,0.42,3,6,5,62.8,57.8,4.8,4.83,3.03,1250.6219576041856
3811,0.9,3,2,3,61.8,58.0,6.2,6.26,3.85,3037.417212487562
3812,0.7,2,6,3,63.6,62.0,5.57,5.6,3.55,2458.5197403504008
3813,1.06,5,2,3,61.8,55.0,6.54,6.57,4.04,4340.739617496345
3814,0.52,5,4,7,60.7,55.0,5.19,5.29,3.18,2069.2229286888046
3815,0.43,4,3,5,60.0,59.0,4.86,4.98,2.95,1112.7982821806302
3816,0.31,5,6,3,60.1,57.0,4.36,4.39,2.63,582.2233633757307
3817,1.0,1,6,3,57.4,61.0,6.53,6.63,3.78,4558.955979507495
3818,1.09,5,5,3,62.0,56.0,6.61,6.59,4.09,5890.865732102727
3819,1.18,3,6,1,62.5,58.0,6.62,6.75,4.18,4042.850868739335
3820,1.11,5,2,3,61.4,60.0,6.61,6.65,4.07,4726.676421013204
3821,0.31,3,5,5,60.9,56.0,4.37,4.38,2.66,673.8499428438981
3822,1.27,4,2,5,59.5,61.0,7.08,7.04,4.2,7642.256558739119
3823,0.3,4,5,4,62.2,60.0,4.27,4.22,2.64,582.4011408157357
3824,0.85,5,6,5,63.0,57.0,6.08,5.99,3.8,4946.206548609209
3825,0.28,3,4,4,62.0,56.0,4.16,4.19,2.59,469.09313292789085
3826,0.32,5,3,3,61.2,56.0,4.43,4.46,2.72,509.5152984529605
3827,1.71,2,2,5,63.7,58.0,7.58,7.54,4.81,12475.75987788262
3828,1.06,4,3,4,62.6,58.0,6.54,6.49,4.08,5445.768135018587
3829,0.33,3,3,6,61.9,56.0,4.44,4.47,2.76,717.086663273713
3830,0.75,3,7,6,59.4,59.0,5.88,5.94,3.51,4264.913927257397
3831,1.01,3,3,4,61.2,57.0,6.49,6.41,3.95,4853.7341071845085
3832,0.36,5,2,5,60.5,57.0,4.56,4.59,2.77,726.8573629400978
3833,0.32,4,4,5,60.6,60.0,4.4,4.44,2.68,689.8896240789629
3834,0.91,5,5,2,62.2,56.0,6.17,6.14,3.83,3451.315191986707
3835,0.39,5,6,5,62.3,54.4,4.66,4.69,2.91,1143.444550780202
3836,1.3,4,3,2,60.4,61.0,7.09,7.04,4.27,5747.926651042332
3837,1.18,5,6,1,61.6,56.0,6.82,6.79,4.19,4249.792922731251
3838,1.7,3,5,4,60.8,60.0,7.65,7.68,4.66,14891.50908537842
3839,0.56,3,6,6,60.3,57.0,5.33,5.37,3.23,2356.3748435772327
3840,0.24,5,2,5,62.0,56.0,4.0,4.01,2.48,338.1035351634158
3841,2.15,4,4,2,58.9,58.0,8.46,8.41,4.97,16110.879298159047
3842,1.17,3,3,3,59.6,62.0,6.88,6.82,4.08,5579.322491296954
3843,0.31,4,3,2,59.5,59.0,4.39,4.45,2.63,387.54400631283596
3844,1.71,4,1,3,62.9,58.0,7.64,7.58,4.79,8608.234438518992
3845,0.42,5,4,5,61.9,56.0,4.77,4.82,2.97,1174.9758652732103
3846,1.02,3,7,4,63.7,55.0,6.42,6.45,4.1,6232.4352976730725
3847,1.2,3,6,4,60.7,59.0,6.79,6.86,4.14,8133.971101689456
3848,1.01,5,6,4,62.5,54.0,6.39,6.42,4.0,6162.532455488746
3849,0.32,5,4,2,62.2,53.0,4.4,4.44,2.75,454.1359803058345
3850,0.5,4,6,4,60.5,60.0,5.09,5.13,3.09,1607.035557282056
3851,1.23,2,7,1,63.7,58.0,6.79,6.72,4.3,4384.621735101896
3852,1.8,4,2,2,61.8,59.0,7.9,7.8,4.85,9468.118230747099
3853,1.51,5,3,4,62.5,56.0,7.37,7.33,4.57,10836.335808562635
3854,0.54,5,3,5,61.6,59.0,5.22,5.24,3.22,1740.096381554528
3855,0.3,5,4,6,62.7,57.0,4.32,4.26,2.69,679.4088059364727
3856,1.68,5,4,4,62.5,54.0,7.61,7.64,4.76,14358.318516429244
3857,0.77,5,7,4,61.3,56.0,5.87,5.9,3.61,3862.4052295889956
3858,1.1,4,5,3,59.5,59.0,6.7,6.77,4.01,5885.722787231222
3859,0.76,3,4,4,61.1,57.0,5.84,5.95,3.6,3077.385416772734
3860,1.02,3,2,2,62.8,56.0,6.42,6.38,4.02,3162.8841419895143
3861,1.25,5,5,7,62.2,56.0,6.89,6.93,4.3,11443.459675286203
3862,0.33,4,2,5,61.1,59.0,4.44,4.47,2.72,603.2032389319818
3863,0.5,5,3,3,62.2,53.0,5.06,5.14,3.17,1180.339133414087
3864,0.28,3,5,6,61.6,56.0,4.2,4.23,2.59,606.4978295448606
3865,0.31,3,3,6,62.6,56.0,4.33,4.36,2.72,636.7467767003228
3866,0.51,4,7,4,61.9,62.0,5.12,5.09,3.16,1735.3940196011654
3867,1.55,5,6,6,62.5,55.0,7.38,7.4,4.62,16759.021208762304
3868,0.43,5,4,3,62.6,56.0,4.79,4.82,3.01,960.209456802595
3869,0.77,3,3,5,62.2,57.0,5.81,5.86,3.63,3236.0521610473156
3870,0.9,2,5,2,64.2,62.0,6.0,6.08,3.88,3085.9165169323132
3871,1.71,5,1,5,62.1,55.0,7.73,7.65,4.78,11259.17680059046
3872,1.0,2,7,3,57.6,62.0,6.62,6.5,3.78,5071.109886666369
3873,0.52,3,6,3,62.8,57.0,5.09,5.13,3.21,1463.859899037547
3874,0.31,5,3,4,61.9,55.0,4.38,4.35,2.7,550.6100953604106
3875,0.33,4,4,4,61.3,59.0,4.46,4.44,2.73,656.3708499804744
3876,1.51,1,6,4,65.0,58.0,7.06,7.12,4.61,11246.390347189707
3877,0.82,5,3,5,61.5,56.0,6.0,6.04,3.7,3826.559846420801
3878,1.04,2,1,3,64.2,58.0,6.42,6.34,4.1,3157.7512830260384
3879,1.5,4,6,4,61.8,59.0,7.38,7.31,4.54,12695.045598862744
3880,2.02,3,3,4,62.7,58.0,7.96,8.01,5.01,17849.55058321288
3881,0.52,5,4,5,61.2,56.0,5.19,5.23,3.19,1758.5532646904414
3882,0.34,2,6,3,63.5,55.0,4.44,4.47,2.83,633.2802517652133
3883,1.04,5,4,4,61.9,54.0,6.53,6.56,4.05,5826.016271858362
3884,1.54,4,2,3,61.8,57.0,7.43,7.37,4.57,8581.385533331024
3885,0.7,1,1,4,64.6,58.0,5.58,5.56,3.6,1611.691146868306
3886,1.52,2,1,3,63.6,60.0,7.25,7.21,4.6,6452.206738399475
3887,1.1,4,6,2,60.7,58.0,6.77,6.65,4.07,5088.361584791358
3888,0.4,4,6,2,60.5,59.0,4.74,4.78,2.88,757.4340576868238
3889,0.71,2,6,2,58.8,63.0,5.75,5.88,3.42,2094.046639937449
3890,0.31,5,6,4,61.6,57.0,4.38,4.35,2.69,666.7547577264633
3891,0.37,4,6,4,63.0,58.0,4.58,4.53,2.87,908.7749232589886
3892,1.01,3,6,4,60.4,58.0,6.47,6.6,3.95,5885.171789375543
3893,0.57,3,2,3,61.1,61.0,5.34,5.37,3.27,1285.1027849904885
3894,0.4,2,6,3,63.3,56.0,4.68,4.74,2.98,859.8458303841109
3895,0.36,5,6,4,62.1,55.0,4.54,4.58,2.83,883.6724811364586
3896,0.3,4,6,8,61.9,58.0,4.3,4.26,2.65,855.320503853142
3897,1.01,5,5,2,60.5,57.0,6.49,6.53,3.94,4209.480341542415
3898,1.5,5,3,3,61.3,57.0,7.38,7.4,4.53,9335.738184276926
3899,0.57,3,5,5,63.2,56.0,5.27,5.31,3.34,2113.506302838164
3900,0.9,3,3,3,58.7,59.0,6.3,6.35,3.71,3413.933685875217
3901,0.51,5,3,6,60.1,57.0,5.19,5.22,3.12,1711.0471530886193
3902,0.27,3,6,6,61.7,58.0,4.12,4.15,2.55,595.0359763122243
3903,0.7,3,4,3,63.6,58.0,5.61,5.65,3.58,2286.062675104934
3904,1.75,2,2,5,58.3,59.0,7.92,7.97,4.63,13139.563072694047
3905,1.0,1,6,3,57.4,62.0,6.54,6.59,3.77,4557.043963901568
3906,0.5,3,5,4,63.0,58.0,5.05,5.08,3.19,1482.916849952528
3907,1.51,5,5,4,62.4,53.0,7.37,7.32,4.58,12501.652188851476
3908,1.2,2,4,4,65.2,56.0,6.61,6.67,4.33,6961.176570768405
3909,0.4,3,5,5,61.2,58.0,4.74,4.86,2.94,1087.3866167074057
3910,0.71,5,3,5,62.1,55.0,5.68,5.72,3.54,2916.174512743619
3911,0.43,5,4,5,61.3,57.0,4.88,4.85,2.98,1228.8223894205323
3912,0.31,5,5,4,62.6,57.0,4.29,4.33,2.7,632.938085944491
3913,0.43,3,5,5,62.2,61.0,4.75,4.83,2.98,1242.3969835091414
3914,0.53,5,1,5,61.4,55.2,5.2,5.22,3.2,1242.009340252893
3915,0.76,3,2,3,62.0,56.0,5.81,5.84,3.61,2210.577988015528
3916,0.59,5,4,4,62.6,54.0,5.32,5.38,3.35,2001.5898664782062
3917,0.42,4,7,6,59.6,59.0,4.9,4.96,2.94,1469.9011701974855
3918,0.52,3,6,3,59.3,59.0,5.26,5.3,3.13,1470.8624186390496
3919,0.31,5,4,5,62.3,54.0,4.35,4.38,2.72,663.4985576288199
3920,0.72,5,6,3,62.0,57.0,5.72,5.66,3.53,2836.685230665832
3921,0.72,4,4,3,60.8,58.0,5.8,5.74,3.51,2487.0918901159393
3922,0.25,3,6,7,62.9,59.0,3.99,4.02,2.52,552.9801557426185
3923,0.51,5,5,5,62.1,56.0,5.15,5.13,3.19,1800.8290758017185
3924,1.51,4,2,5,60.0,58.0,7.51,7.45,4.49,10591.689765626159
3925,0.45,5,2,5,61.9,54.0,4.95,4.97,3.07,1105.4468309321228
3926,1.75,4,4,5,59.6,60.0,7.9,7.76,4.67,16935.63145994685
3927,0.71,5,6,5,62.3,56.0,5.66,5.7,3.54,3530.1046029562003
3928,0.59,5,5,4,60.2,57.0,5.48,5.44,3.29,2134.3549564343275
3929,1.15,3,5,3,62.5,59.0,6.62,6.69,4.16,6200.12962384436
3930,0.47,5,6,5,61.5,55.0,5.01,5.04,3.09,1626.3618694999302
3931,0.33,4,4,4,62.6,58.0,4.4,4.36,2.74,655.3012242062932
3932,2.16,4,1,7,61.5,58.0,8.36,8.26,5.11,20110.60622681953
3933,0.3,2,3,3,63.7,56.0,4.2,4.22,2.68,412.6671288075651
3934,1.07,5,3,2,59.2,57.0,6.7,6.64,3.95,4082.7087453086583
3935,1.6,4,2,4,60.2,58.0,7.63,7.56,4.57,10608.994652422958
3936,1.0,4,4,2,62.7,59.0,6.36,6.3,3.97,3787.2684872029436
3937,1.5,3,3,5,60.7,58.0,7.35,7.42,4.48,11379.737254767802
3938,0.54,5,4,8,61.2,57.0,5.26,5.28,3.22,2364.473442439873
3939,0.41,5,5,6,61.4,56.0,4.81,4.76,2.94,1304.5982279383206
3940,1.51,3,2,5,63.1,53.0,7.34,7.25,4.6,10284.361323583593
3941,0.51,5,6,3,61.7,55.0,5.13,5.17,3.18,1484.0353456913292
3942,1.02,4,6,3,61.4,58.0,6.48,6.45,3.97,5355.6919554471815
3943,0.31,2,2,5,63.9,55.0,4.28,4.3,2.74,501.37841432872875
3944,0.41,3,5,7,61.4,58.0,4.76,4.78,2.93,1338.2377782909514
3945,2.0,4,1,5,63.0,58.0,8.04,7.99,5.05,14769.403195373283
3946,0.78,5,2,4,60.9,57.0,5.92,5.97,3.62,2798.4251116141872
3947,0.51,2,6,4,63.1,59.0,5.04,5.07,3.19,1557.9787456528554
3948,0.3,5,4,7,61.7,55.0,4.34,4.32,2.67,733.3906034202306
3949,0.33,3,4,5,62.8,58.0,4.38,4.41,2.76,709.8300451515022
3950,0.76,5,3,6,61.0,56.0,5.85,5.91,3.59,3622.501751542952
3951,0.4,5,6,4,61.6,57.0,4.73,4.75,2.92,1077.43424618332
3952,0.53,4,4,3,61.0,59.0,5.25,5.21,3.19,1395.8482072209972
3953,0.42,5,4,3,62.2,53.0,4.8,4.84,3.0,920.4854018609493
3954,0.35,3,2,4,61.7,57.0,4.52,4.56,2.8,589.4117268857974
3955,0.5,4,4,5,62.5,60.0,5.08,5.06,3.17,1593.6154882886494
3956,1.01,3,6,3,61.0,56.0,6.47,6.54,3.97,5126.192523369184
3957,0.31,3,7,3,60.0,61.0,4.41,4.43,2.65,578.4483337553137
3958,0.34,5,6,7,62.2,56.0,4.45,4.49,2.78,1037.2140315089973
3959,0.43,5,7,3,62.5,55.0,4.83,4.8,3.01,1121.7607113118877
3960,0.3,5,6,6,62.3,56.0,4.3,4.34,2.69,760.9206274580066
3961,1.26,5,3,3,61.9,57.0,6.88,6.93,4.27,6716.805180830932
3962,0.32,5,7,4,62.6,55.0,4.39,4.37,2.74,738.1846130386192
3963,1.01,4,4,2,62.4,58.0,6.38,6.41,3.99,3862.4211639857135
3964,0.34,3,6,6,62.7,59.0,4.41,4.43,2.77,916.5598794975036
3965,0.92,2,7,3,60.2,56.0,6.28,6.32,3.79,4326.825606400159
3966,1.01,3,5,4,63.8,55.0,6.31,6.38,4.05,5573.032332856725
3967,0.5,2,7,6,62.4,64.0,5.03,5.06,3.14,1900.7975934221938
3968,0.73,5,7,3,62.4,53.0,5.82,5.79,3.62,3041.9894511901193
3969,0.42,5,2,7,62.7,55.0,4.8,4.77,3.0,1138.84472044851
3970,1.01,3,7,6,63.0,56.0,6.35,6.41,4.02,7436.097846071272
3971,0.59,3,5,8,59.9,63.0,5.44,5.47,3.27,2832.0422241159317
3972,0.27,3,7,4,63.0,57.0,4.06,4.1,2.57,510.38840422162764
3973,1.04,3,7,2,63.1,58.0,6.39,6.33,4.01,4633.845237437125
3974,0.75,4,6,2,63.0,58.0,5.78,5.71,3.62,2464.9698286341604
3975,0.61,2,5,2,62.5,65.0,5.36,5.29,3.33,1485.8460108744596
3976,0.9,2,5,3,61.3,60.0,6.13,6.18,3.77,3768.8176941453403
3977,0.31,3,3,3,60.5,60.0,4.33,4.4,2.64,457.35322697477505
3978,1.01,1,7,2,64.7,57.0,6.31,6.27,4.07,3950.8004390426663
3979,1.01,5,2,3,60.3,58.0,6.5,6.56,3.94,3967.457890479768
3980,1.0,3,2,5,63.3,55.0,6.39,6.34,4.03,4727.654876535242
3981,0.31,2,4,4,63.1,58.0,4.3,4.35,2.73,545.6781419708751
3982,0.4,5,7,2,62.8,56.0,4.73,4.7,2.96,805.1652881800919
3983,1.01,4,3,7,60.5,57.0,6.55,6.48,3.94,6528.198273983157
3984,0.71,2,6,3,63.1,59.0,5.62,5.75,3.59,2530.2680993042695
3985,0.35,5,4,6,61.0,57.0,4.58,4.54,2.78,910.6644185296221
3986,0.47,5,1,3,60.6,54.0,5.04,5.0,3.09,776.7302104242257
3987,0.31,4,5,3,62.7,58.0,4.31,4.33,2.71,539.6812601558157
3988,0.71,5,3,5,61.8,55.0,5.72,5.77,3.55,2917.5691332267675
3989,0.53,5,2,5,61.6,57.0,5.21,5.18,3.2,1502.933348805502
3990,0.39,4,1,7,61.8,56.0,4.71,4.64,2.89,801.5744028315124
3991,0.31,5,3,5,62.1,54.0,4.3,4.37,2.69,612.9139409084244
3992,0.3,5,4,6,60.9,57.0,4.35,4.32,2.64,681.3655249195266
3993,2.01,1,2,2,66.5,61.0,7.81,7.75,5.17,10160.084937218182
3994,0.41,3,2,3,63.3,60.0,4.71,4.64,2.96,688.9569737747602
3995,1.22,4,6,4,62.2,55.0,6.91,6.85,4.28,8613.830327468055
3996,2.2,5,2,5,61.4,57.0,8.41,8.37,5.15,21924.847276460507
3997,2.0,3,1,3,62.2,59.0,7.92,7.97,4.94,11263.1507511399
3998,0.39,5,6,7,62.1,54.0,4.67,4.7,2.91,1344.4163688579774
3999,0.91,5,4,2,61.0,57.0,6.25,6.28,3.82,3249.380643601063
4000,1.01,2,3,3,60.3,64.0,6.5,6.53,3.93,4065.1562086198337
4001,1.09,4,7,2,61.2,60.0,6.6,6.64,4.05,5210.83279521508
4002,0.53,5,7,4,60.2,57.0,5.24,5.26,3.16,1914.3222589616491
4003,1.24,4,6,2,60.8,57.0,6.98,6.94,4.23,6377.688892654543
4004,0.56,5,7,5,62.6,55.0,5.25,5.29,3.3,2356.401335525018
4005,0.59,5,7,4,60.9,57.0,5.42,5.48,3.32,2339.9883439030887
4006,0.33,4,6,3,59.1,58.0,4.56,4.51,2.68,642.2585516176827
